"","loja","pk_pedido","pk_pedido_item","produto","fk_categoria_unificado","fk_usuario","fk_perfil_usuario","desc_perfil_usuario","dta_inc_pedido","fk_produto_unificado","qtd_itens","total","desc_cidade","desc_estado","uf_estado"
"333","Mais Barato",3293905,5471602,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-07",435719,25,29.25,"PRESIDENTE PRUDENTE","São Paulo","SP"
"334","Mais Barato",3295747,5474938,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-10",435722,30,35.1,"PRESIDENTE PRUDENTE","São Paulo","SP"
"335","Mais Barato",3297031,5476981,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-11",435722,30,35.1,"PRESIDENTE PRUDENTE","São Paulo","SP"
"336","Mais Barato",3309490,5497693,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-21",435716,11,12.87,"PRESIDENTE PRUDENTE","São Paulo","SP"
"337","Mais Barato",3316375,5509447,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-27",435719,26,30.42,"PRESIDENTE PRUDENTE","São Paulo","SP"
"338","Mais Barato",3317635,5511541,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-28",435719,21,24.57,"PRESIDENTE PRUDENTE","São Paulo","SP"
"339","Mais Barato",3318286,5512747,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-28",435719,21,24.57,"PRESIDENTE PRUDENTE","São Paulo","SP"
"340","Mais Barato",3318865,5513749,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-10-29",435719,23,26.91,"PRESIDENTE PRUDENTE","São Paulo","SP"
"341","Mais Barato",3321613,5518456,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,18347,6,"Cliente","2021-11-01",435719,17,19.89,"SAO PAULO","São Paulo","SP"
"342","Mais Barato",3329512,5531446,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-11-09",435719,20,23.4,"PRESIDENTE PRUDENTE","São Paulo","SP"
"343","Mais Barato",3329512,5531449,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-11-09",435719,26,30.42,"PRESIDENTE PRUDENTE","São Paulo","SP"
"344","Mais Barato",3335251,5541346,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-11-11",435719,15,19.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"345","Mais Barato",3345574,5558476,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,73604,6,"Cliente","2021-11-22",435722,33,42.9,"ITAJAI","Santa Catarina","SC"
"346","Mais Barato",3358720,5580130,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-01",435719,25,32.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"347","Mais Barato",3361966,5585596,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-04",435722,30,39,"PRESIDENTE PRUDENTE","São Paulo","SP"
"348","Mais Barato",3361966,5585599,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-04",435719,15,19.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"349","Mais Barato",3367669,5594395,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-08",435719,25,32.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"350","Mais Barato",3374209,5604733,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-14",435719,15,19.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"351","Mais Barato",3374209,5604736,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-14",435719,15,19.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"352","Mais Barato",3374209,5604739,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-14",435719,15,19.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"353","Mais Barato",3376873,5608840,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-16",435719,15,19.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"354","Mais Barato",3376873,5608843,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-16",435719,25,32.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"355","Mais Barato",3382090,5616943,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-22",435719,20,26,"PRESIDENTE PRUDENTE","São Paulo","SP"
"356","Mais Barato",3382090,5616946,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-22",435719,20,26,"PRESIDENTE PRUDENTE","São Paulo","SP"
"357","Mais Barato",3384127,5620060,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-28",435719,25,25,"PRESIDENTE PRUDENTE","São Paulo","SP"
"358","Mais Barato",3385018,5621455,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-31",435719,20,20,"PRESIDENTE PRUDENTE","São Paulo","SP"
"359","Mais Barato",3385018,5621464,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-31",435719,20,20,"PRESIDENTE PRUDENTE","São Paulo","SP"
"360","Mais Barato",3385018,5621467,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2021-12-31",435719,25,25,"PRESIDENTE PRUDENTE","São Paulo","SP"
"361","Mais Barato",3385324,5621905,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,137701,6,"Cliente","2022-01-03",435719,23,23,"NOVA BRASILANDIA D'OESTE","Rondônia","RO"
"362","Mais Barato",3386614,5623777,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-04",435719,15,15,"PRESIDENTE PRUDENTE","São Paulo","SP"
"363","Mais Barato",3386614,5623780,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-04",435719,15,15,"PRESIDENTE PRUDENTE","São Paulo","SP"
"364","Mais Barato",3388012,5625862,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-05",435719,25,25,"PRESIDENTE PRUDENTE","São Paulo","SP"
"365","Mais Barato",3388012,5625865,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-05",435719,25,25,"PRESIDENTE PRUDENTE","São Paulo","SP"
"366","Mais Barato",3390430,5629660,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-08",435719,25,25,"PRESIDENTE PRUDENTE","São Paulo","SP"
"367","Mais Barato",3390430,5629663,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-08",435719,15,15,"PRESIDENTE PRUDENTE","São Paulo","SP"
"368","Mais Barato",3392689,5633215,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,142684,6,"Cliente","2022-01-11",435716,10,11,"PARANAGUA","Paraná","PR"
"369","Mais Barato",3395533,5637754,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-13",435719,20,20,"PRESIDENTE PRUDENTE","São Paulo","SP"
"370","Mais Barato",3395533,5637757,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-13",435713,5,6,"PRESIDENTE PRUDENTE","São Paulo","SP"
"371","Mais Barato",3398116,5642032,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-17",435719,20,20,"PRESIDENTE PRUDENTE","São Paulo","SP"
"372","Mais Barato",3399748,5644768,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,80092,6,"Cliente","2022-01-18",435722,30,28.5,"MARILIA","São Paulo","SP"
"373","Mais Barato",3399781,5644834,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-18",435719,15,15,"PRESIDENTE PRUDENTE","São Paulo","SP"
"374","Mais Barato",3404710,5653351,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-01-22",435713,5,6,"PRESIDENTE PRUDENTE","São Paulo","SP"
"375","Mais Barato",3415783,5671438,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,43638,6,"Cliente","2022-02-02",435695,5,13.25,"PRESIDENTE PRUDENTE","São Paulo","SP"
"376","Mais Barato",3418276,5675554,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-02-04",435722,30,33,"PRESIDENTE PRUDENTE","São Paulo","SP"
"377","Mais Barato",3422254,5681914,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-02-09",435719,20,24,"PRESIDENTE PRUDENTE","São Paulo","SP"
"378","Mais Barato",3423295,5683504,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-02-10",435716,10,13,"PRESIDENTE PRUDENTE","São Paulo","SP"
"379","Mais Barato",3424111,5684911,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-02-10",435722,30,33,"PRESIDENTE PRUDENTE","São Paulo","SP"
"380","Mais Barato",3425572,5687353,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,43638,6,"Cliente","2022-02-13",435722,35,38.5,"PRESIDENTE PRUDENTE","São Paulo","SP"
"381","Mais Barato",3426958,5689504,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,94069,6,"Cliente","2022-02-14",435722,30,33,"ITAUNA","Minas Gerais","MG"
"382","Paulista",1955950,3040123,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,202594,6,"Cliente","2021-05-05",435695,5,8.8,"SAO PAULO","São Paulo","SP"
"383","Paulista",1987675,3090484,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,211249,6,"Cliente","2021-06-18",435695,5,8.8,"VARZEA PAULISTA","São Paulo","SP"
"384","Paulista",1988305,3091501,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,211234,6,"Cliente","2021-06-21",435722,50,35.5,"NATAL","Rio Grande do Norte","RN"
"385","Paulista",1988305,3091504,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,211234,6,"Cliente","2021-06-21",435722,50,35.5,"NATAL","Rio Grande do Norte","RN"
"386","Paulista",1999699,3110443,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,201355,6,"Cliente","2021-07-06",435719,29,22.33,"SAO PAULO","São Paulo","SP"
"387","Paulista",2012515,3131368,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,207307,6,"Cliente","2021-07-22",435722,38,26.98,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"388","Paulista",2026600,3153943,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,75879,6,"Cliente","2021-08-11",435728,199,109.45,"SAO PAULO","São Paulo","SP"
"389","Paulista",2032618,3163504,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,208672,6,"Cliente","2021-08-18",435713,5,4.4,"SUZANO","São Paulo","SP"
"390","Paulista",2046361,3185713,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,216340,6,"Cliente","2021-09-06",435713,7,6.37,"SOROCABA","São Paulo","SP"
"391","Paulista",2062381,3211285,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,213979,6,"Cliente","2021-09-27",435713,8,7.28,"DUQUE DE CAXIAS","Rio de Janeiro","RJ"
"392","Paulista",2151202,3350185,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,223294,6,"Cliente","2022-02-15",435713,5,7,"UBATUBA","São Paulo","SP"
"393","Cores",376774,673618,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,42748,6,"Cliente","2021-03-24",435698,10,15,"TERESOPOLIS","Rio de Janeiro","RJ"
"394","Cores",376774,673621,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,42748,6,"Cliente","2021-03-24",435716,10,7.5,"TERESOPOLIS","Rio de Janeiro","RJ"
"395","Cores",379780,679162,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,76240,6,"Cliente","2021-04-09",435713,5,4,"GUARULHOS","São Paulo","SP"
"396","Cores",385174,689827,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,71041,6,"Cliente","2021-05-05",435704,50,99.5,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"397","Cores",417334,753544,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,59548,6,"Cliente","2021-09-20",435713,9,9.18,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"398","Cores",417334,753547,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,59548,6,"Cliente","2021-09-20",435713,9,9.18,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"399","Cores",417334,753550,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,59548,6,"Cliente","2021-09-20",435713,9,9.18,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"400","Cores",417334,753553,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,59548,6,"Cliente","2021-09-20",435713,9,9.18,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"401","Cores",421267,760915,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-06",435713,5,5.85,"ARCOVERDE","Pernambuco","PE"
"402","Cores",421267,760918,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-06",435713,5,5.85,"ARCOVERDE","Pernambuco","PE"
"403","Cores",426031,769903,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-28",435716,10,11.7,"ARCOVERDE","Pernambuco","PE"
"404","Cores",426031,769906,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-28",435716,10,11.7,"ARCOVERDE","Pernambuco","PE"
"405","Cores",426031,769909,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-28",435716,10,11.7,"ARCOVERDE","Pernambuco","PE"
"406","Cores",426031,769912,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-28",435716,10,11.7,"ARCOVERDE","Pernambuco","PE"
"407","Cores",426031,769915,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-28",435716,10,11.7,"ARCOVERDE","Pernambuco","PE"
"408","Cores",426031,769918,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,91093,6,"Cliente","2021-10-28",435716,10,11.7,"ARCOVERDE","Pernambuco","PE"
"409","Cores",426031,769921,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,91093,6,"Cliente","2021-10-28",435698,12,28.32,"ARCOVERDE","Pernambuco","PE"
"410","Cores",426031,769924,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,91093,6,"Cliente","2021-10-28",435698,12,28.32,"ARCOVERDE","Pernambuco","PE"
"411","Cores",426031,769927,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,91093,6,"Cliente","2021-10-28",435698,12,28.32,"ARCOVERDE","Pernambuco","PE"
"412","Cores",426031,769930,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,91093,6,"Cliente","2021-10-28",435698,12,28.32,"ARCOVERDE","Pernambuco","PE"
"413","Cores",426031,769933,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,91093,6,"Cliente","2021-10-28",435698,12,28.32,"ARCOVERDE","Pernambuco","PE"
"414","Cores",430981,779362,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,58366,6,"Cliente","2021-11-19",435722,40,52,"DOM ELISEU","Pará","PA"
"415","Cores",433441,783670,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,58366,6,"Cliente","2021-11-30",435716,10,13,"DOM ELISEU","Pará","PA"
"416","Cores",439528,793954,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,91168,6,"Cliente","2022-01-08",435698,14,30.8,"ALTA FLORESTA","Mato Grosso","MT"
"417","Cores",446608,806236,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,93616,6,"Cliente","2022-02-16",435725,100,105,"IGUABA GRANDE","Rio de Janeiro","RJ"
